fact_table_natural_key,accm_txn_complete_time
R70253,2022-05-14 23:26:43
R22912,2022-05-14 13:38:07
R33677,2022-05-14 13:12:31
R39010,2022-05-15 17:27:51
R51669,2022-05-15 09:56:53
R12104,2022-05-15 10:22:53
R36115,2022-05-15 21:30:13
R58542,2022-05-15 15:31:51
R68080,2022-05-14 23:13:18
R33028,2022-05-15 20:47:13
R19753,2022-05-15 08:22:35
R69283,2022-05-14 22:13:08
R19903,2022-05-15 17:02:33
R78506,2022-05-14 03:23:13
R37615,2022-05-15 07:46:17
R50177,2022-05-15 10:09:15
R71961,2022-05-15 13:19:26
R67847,2022-05-15 01:44:48
R75813,2022-05-15 09:38:42
R86438,2022-05-15 23:54:07
R71865,2022-05-14 06:51:27
R67221,2022-05-14 04:17:53
R51294,2022-05-15 03:42:54
R16082,2022-05-14 11:25:52
R34958,2022-05-14 08:05:33
R48917,2022-05-15 18:06:09
R56706,2022-05-15 17:16:48
R67375,2022-05-14 10:47:21
R36463,2022-05-14 06:55:20
R63342,2022-05-14 13:26:31
R19725,2022-05-14 00:33:53
R62623,2022-05-15 07:45:33
R23226,2022-05-14 01:16:26
R26700,2022-05-14 04:20:22
R64838,2022-05-15 15:32:02
R62301,2022-05-14 09:29:40
R15135,2022-05-15 10:29:16
R35307,2022-05-15 15:38:48
R78665,2022-05-15 09:08:10
R77692,2022-05-15 12:54:53
R85433,2022-05-15 02:34:22
R29435,2022-05-14 22:54:04
R80367,2022-05-14 23:17:01
R77735,2022-05-14 02:53:30
R37507,2022-05-15 11:08:10
R19533,2022-05-15 23:31:49
R21327,2022-05-15 00:13:22
R54098,2022-05-15 14:08:39
R11981,2022-05-15 16:25:22
R38827,2022-05-14 09:48:26
R54374,2022-05-15 08:05:24
R69015,2022-05-15 12:12:51
R10002,2022-05-15 06:45:44
R83420,2022-05-14 15:07:06
R47638,2022-05-15 06:12:09
R36778,2022-05-14 13:53:04
R79396,2022-05-14 07:33:56
R66290,2022-05-14 00:51:36
R43175,2022-05-15 06:26:25
R78427,2022-05-14 11:35:25
R62502,2022-05-14 21:15:17
R45643,2022-05-15 01:15:53
R48940,2022-05-14 16:49:15
R17051,2022-05-15 14:51:02
R74004,2022-05-14 14:00:56
R56776,2022-05-14 02:19:01
R79363,2022-05-15 04:04:41
R83401,2022-05-15 23:28:07
R53448,2022-05-15 09:39:21
R52013,2022-05-14 08:41:31
R69829,2022-05-14 15:46:50
R79663,2022-05-15 21:52:01
R37856,2022-05-14 06:58:29
R37098,2022-05-15 06:34:54
R87161,2022-05-15 00:57:42
R87175,2022-05-14 11:34:09
R47798,2022-05-14 09:47:26
R54388,2022-05-14 12:28:59
R51529,2022-05-15 05:53:01
R88771,2022-05-14 02:09:04
R25921,2022-05-15 07:06:02
R51389,2022-05-15 00:17:43
R18310,2022-05-14 23:19:53
R69308,2022-05-15 17:51:38
R64804,2022-05-15 18:44:28
R35494,2022-05-15 02:41:40
R10930,2022-05-15 18:48:26
R37476,2022-05-15 17:55:45
R10081,2022-05-15 18:28:40
R47425,2022-05-15 00:38:58
R77473,2022-05-14 20:39:10
R12506,2022-05-15 21:50:23
R49756,2022-05-15 11:53:14
R58475,2022-05-15 03:29:55
R14893,2022-05-15 13:28:36
R87202,2022-05-15 17:03:27
R69500,2022-05-14 08:45:24
R84004,2022-05-14 11:55:30
R87866,2022-05-15 19:10:37
R32444,2022-05-14 17:29:01
R16840,2022-05-14 00:51:47
R72021,2022-05-15 20:27:04
R80296,2022-05-14 21:34:16
R70734,2022-05-14 14:56:47
R16461,2022-05-14 01:57:00
R25377,2022-05-14 15:20:37
R44938,2022-05-14 17:24:18
R18320,2022-05-15 23:01:01
R86557,2022-05-15 20:07:18
R81904,2022-05-15 13:18:38
R46235,2022-05-14 21:12:15
R76040,2022-05-15 14:55:40
R14953,2022-05-14 17:18:26
R19211,2022-05-15 06:32:34
R80353,2022-05-15 02:25:04
R26347,2022-05-15 20:40:22
R16133,2022-05-14 12:54:20
R11539,2022-05-15 18:50:00
R26852,2022-05-15 15:40:02
R72179,2022-05-14 04:17:25
R47762,2022-05-15 12:48:57
R38911,2022-05-14 09:02:25
R85659,2022-05-15 16:44:32
R56934,2022-05-14 14:18:01
R69661,2022-05-15 18:39:16
R13447,2022-05-15 05:15:22
R54596,2022-05-14 05:12:34
R48948,2022-05-15 14:16:56
R55396,2022-05-14 03:04:00
R84951,2022-05-14 16:18:56
R66813,2022-05-15 01:28:34
R54887,2022-05-14 03:20:18
R12303,2022-05-14 06:02:28
R30285,2022-05-15 05:19:13
R13681,2022-05-14 00:42:52
R67380,2022-05-14 09:13:47
R82163,2022-05-15 13:53:07
R25809,2022-05-14 23:26:22
R79310,2022-05-15 12:17:39
R40513,2022-05-15 13:32:26
R19772,2022-05-15 04:08:40
R29373,2022-05-15 02:36:34
R43108,2022-05-15 08:28:14
R71246,2022-05-14 09:37:01
R79514,2022-05-14 07:56:08
R36483,2022-05-14 08:43:26
R18752,2022-05-14 09:48:25
R52670,2022-05-15 09:00:39
R84268,2022-05-15 12:53:53
R81488,2022-05-15 23:04:26
R37653,2022-05-15 11:26:57
R46352,2022-05-15 03:19:52
R17688,2022-05-14 12:04:54
R33433,2022-05-15 19:18:33
R25320,2022-05-15 03:54:24
R83183,2022-05-14 23:59:56
R64463,2022-05-15 15:39:03
R26037,2022-05-14 00:47:37
R14098,2022-05-14 23:15:09
R56461,2022-05-14 11:33:52
R82319,2022-05-14 04:37:24
R11730,2022-05-15 02:14:09
R51942,2022-05-15 03:48:35
R61372,2022-05-15 14:41:20
R52920,2022-05-14 01:06:49
R71089,2022-05-14 01:53:19
R42580,2022-05-14 02:41:56
R85171,2022-05-15 09:48:45
R64073,2022-05-14 00:07:33
R40250,2022-05-15 04:12:22
R54801,2022-05-15 12:18:32
R14922,2022-05-15 21:25:52
R14830,2022-05-15 19:31:44
R60240,2022-05-14 09:26:55
R10815,2022-05-15 15:34:31
R55018,2022-05-15 08:10:19
R60351,2022-05-14 07:09:42
R64570,2022-05-15 13:36:29
R24765,2022-05-15 02:01:10
R36025,2022-05-14 05:35:16
R27151,2022-05-14 17:48:20
R29546,2022-05-14 02:07:12
R66065,2022-05-14 20:46:16
R88865,2022-05-15 23:50:10
R34342,2022-05-14 02:38:09
R39575,2022-05-15 01:59:54
R54791,2022-05-15 18:50:42
R13441,2022-05-14 22:02:37
R73008,2022-05-14 21:34:05
R78007,2022-05-14 02:14:21
R70777,2022-05-14 07:35:38
R56931,2022-05-14 21:48:07
R35386,2022-05-15 23:39:32
R29592,2022-05-14 15:06:13
R31475,2022-05-15 17:45:14
R50401,2022-05-14 12:29:05
R12271,2022-05-14 00:32:01
R84392,2022-05-14 17:44:37
R48573,2022-05-15 09:02:50
R81666,2022-05-14 08:03:01
R64050,2022-05-14 03:33:26
R35449,2022-05-15 23:26:30
R55098,2022-05-15 01:22:10
R62261,2022-05-14 13:01:20
R14230,2022-05-14 19:59:12
R78729,2022-05-15 05:27:50
R63674,2022-05-14 22:45:12
R78855,2022-05-15 17:41:53
R26879,2022-05-14 22:48:37
R27621,2022-05-14 03:44:38
R77061,2022-05-14 04:22:32
R70578,2022-05-14 18:30:05
R59536,2022-05-15 22:22:14
R12707,2022-05-14 22:05:34
R84973,2022-05-14 16:30:35
R19035,2022-05-14 02:43:09
R29044,2022-05-14 04:45:32
R71736,2022-05-15 16:25:51
R71491,2022-05-14 13:30:01
R74464,2022-05-15 04:55:08
R53534,2022-05-14 00:10:49
R74684,2022-05-14 18:20:19
R58054,2022-05-15 23:44:32
R28774,2022-05-14 13:42:20
R27104,2022-05-15 07:34:17
R13122,2022-05-14 10:59:52
R53861,2022-05-15 00:36:42
R18184,2022-05-14 15:27:39
R79326,2022-05-14 18:57:40
R60148,2022-05-14 01:50:26
R84845,2022-05-14 18:20:34
R33261,2022-05-15 02:32:01
R55845,2022-05-14 20:44:54
R74518,2022-05-15 01:03:55
R31751,2022-05-14 17:18:46
R18279,2022-05-14 08:05:20
R25086,2022-05-14 05:30:08
R68822,2022-05-14 08:05:51
R79349,2022-05-15 00:24:27
R33141,2022-05-14 23:01:14
R57541,2022-05-14 17:42:05
R19412,2022-05-15 05:21:48
R15607,2022-05-14 05:38:38
R22997,2022-05-15 12:26:44
R13578,2022-05-15 10:43:10
R31258,2022-05-14 05:07:11
R87993,2022-05-15 19:23:47
R49007,2022-05-14 14:00:34
R14232,2022-05-14 08:48:09
R35071,2022-05-15 00:26:41
R14040,2022-05-14 02:44:38
R39794,2022-05-15 22:50:15
R80061,2022-05-14 02:06:25
R71008,2022-05-14 05:27:30
R19195,2022-05-15 22:59:02
R47222,2022-05-14 04:48:18
R56770,2022-05-14 10:28:09
R46678,2022-05-14 07:25:56
R64529,2022-05-14 08:36:47
R44906,2022-05-15 23:50:43
R28591,2022-05-14 23:48:58
R13061,2022-05-15 03:06:27
R28837,2022-05-15 20:55:52
R56815,2022-05-15 23:50:37
R44025,2022-05-15 11:22:50
R27817,2022-05-15 13:48:05
R11585,2022-05-15 07:45:45
R24111,2022-05-15 22:36:56
R75263,2022-05-15 23:44:58
R70324,2022-05-14 05:55:45
R33667,2022-05-14 02:20:41
R15794,2022-05-14 06:48:12
R86488,2022-05-14 02:01:12
R53402,2022-05-15 13:31:48
R52125,2022-05-15 13:51:57
R79398,2022-05-14 04:20:44
R31490,2022-05-15 13:18:12
R69738,2022-05-14 06:20:15
R51680,2022-05-15 22:30:02
R85772,2022-05-15 15:13:52
R63365,2022-05-14 15:03:51
R21269,2022-05-14 14:00:13
R38714,2022-05-14 00:10:06
R22432,2022-05-14 18:05:07
R19453,2022-05-14 17:43:20
R59221,2022-05-14 00:25:50
R61504,2022-05-14 04:22:21
R56571,2022-05-14 02:19:23
R57537,2022-05-15 04:58:11
R66982,2022-05-15 05:02:23
R50941,2022-05-14 13:55:43
R60609,2022-05-14 03:46:43
R86420,2022-05-14 07:27:09
R66302,2022-05-15 07:57:58
R55456,2022-05-15 05:25:50
R25348,2022-05-14 18:08:11
R73358,2022-05-14 03:21:08
R62935,2022-05-15 13:06:42
R80623,2022-05-14 12:43:54
R13442,2022-05-14 20:30:27
R56995,2022-05-14 20:13:27
R65771,2022-05-14 18:19:34
R29723,2022-05-14 04:48:54
R40729,2022-05-14 07:35:38
R46922,2022-05-14 16:16:03
R55114,2022-05-14 18:05:33
R65742,2022-05-15 12:16:55
R85196,2022-05-15 16:52:47
R15695,2022-05-15 10:03:20
R61552,2022-05-15 20:03:38
R10980,2022-05-15 10:22:39
R31694,2022-05-14 20:03:05
R45608,2022-05-14 14:58:13
R71631,2022-05-14 10:46:53
R43172,2022-05-14 12:51:06
R13575,2022-05-14 10:21:55
R41845,2022-05-14 17:02:51
R70472,2022-05-15 21:34:17
R79241,2022-05-15 07:31:10
R59692,2022-05-14 21:13:13
R74330,2022-05-14 17:15:46
R81478,2022-05-15 07:20:04
R46450,2022-05-15 10:39:05
R54396,2022-05-15 09:25:16
R43165,2022-05-14 07:40:21
R85236,2022-05-15 14:53:38
R38945,2022-05-14 13:57:50
R25528,2022-05-14 14:04:43
R51785,2022-05-14 01:30:56
R33283,2022-05-14 19:26:16
R37419,2022-05-15 07:36:47
R14972,2022-05-14 00:55:11
R69468,2022-05-15 06:49:54
R18821,2022-05-15 11:26:39
R80390,2022-05-15 02:48:02
R28291,2022-05-14 17:25:50
R89551,2022-05-15 22:49:48
R19697,2022-05-14 00:53:51
R16165,2022-05-14 03:36:13
R47497,2022-05-14 23:38:00
R84277,2022-05-14 11:37:42
R82098,2022-05-14 17:06:51
R23693,2022-05-14 22:28:46
R71597,2022-05-14 05:52:02
R75084,2022-05-15 13:15:20
R40008,2022-05-15 03:27:10
R11664,2022-05-14 08:35:19
R15400,2022-05-15 20:27:18
R79954,2022-05-14 20:21:37
R52643,2022-05-14 05:22:04
R74991,2022-05-15 07:28:15
R55956,2022-05-15 02:46:08
R32565,2022-05-14 07:54:08
R58272,2022-05-14 04:20:09
R34642,2022-05-15 07:29:16
R67187,2022-05-14 14:36:25
R64933,2022-05-14 15:05:06
R85780,2022-05-15 02:13:24
R32563,2022-05-14 02:41:22
R75022,2022-05-14 11:16:46
R50130,2022-05-14 19:14:26
R41074,2022-05-15 22:38:04
R43066,2022-05-14 07:18:40
R86288,2022-05-14 15:03:21
R68214,2022-05-15 10:51:49
R73369,2022-05-15 12:21:16
R83691,2022-05-15 03:55:12
R15545,2022-05-15 15:24:05
R25276,2022-05-15 21:00:15
R40899,2022-05-15 12:08:52
R87058,2022-05-14 19:46:22
R61016,2022-05-15 23:52:41
R89737,2022-05-15 20:49:59
R44023,2022-05-15 07:35:29
R33904,2022-05-14 19:38:16
R50521,2022-05-15 08:30:46
R57922,2022-05-14 10:19:47
R34476,2022-05-14 23:27:48
R73524,2022-05-14 07:17:02
R30196,2022-05-15 05:57:10
R72902,2022-05-14 14:25:16
R23674,2022-05-15 03:00:23
R68916,2022-05-14 06:34:15
R61480,2022-05-14 09:10:40
R68334,2022-05-14 18:26:27
R34809,2022-05-14 20:33:06
R20594,2022-05-14 16:55:52
R87107,2022-05-14 11:23:58
R65220,2022-05-14 20:21:26
R16561,2022-05-14 03:27:09
R59966,2022-05-14 00:22:26
R34557,2022-05-14 09:18:21
R12990,2022-05-14 06:14:00
R55400,2022-05-14 13:54:14
R22673,2022-05-14 11:39:45
R25829,2022-05-14 03:10:10
R32053,2022-05-15 18:45:50
R78663,2022-05-14 14:20:11
R54285,2022-05-14 00:05:13
R30167,2022-05-14 02:20:46
R49669,2022-05-14 06:09:44
R53564,2022-05-15 11:28:45
R89205,2022-05-15 19:27:18
R75114,2022-05-15 19:47:12
R15786,2022-05-15 03:40:26
R66559,2022-05-14 16:21:13
R84767,2022-05-14 23:58:43
R50959,2022-05-15 10:35:47
R31922,2022-05-15 06:17:49
R83895,2022-05-14 18:37:15
R31286,2022-05-14 01:11:29
R64684,2022-05-14 15:58:46
R74318,2022-05-14 11:27:16
R70064,2022-05-14 06:16:01
R43000,2022-05-15 09:23:44
R36575,2022-05-15 19:20:57
R34183,2022-05-14 17:38:37
R87808,2022-05-14 01:00:01
R80642,2022-05-15 08:27:23
R18034,2022-05-14 02:34:54
R46641,2022-05-15 20:13:04
R35249,2022-05-15 22:54:01
R82456,2022-05-14 02:35:50
R78621,2022-05-14 10:35:49
R45086,2022-05-14 10:50:50
R23768,2022-05-15 06:54:04
R42483,2022-05-15 23:10:47
R86553,2022-05-14 01:47:57
R57460,2022-05-15 03:49:50
R37639,2022-05-14 07:56:00
R88581,2022-05-15 21:12:19
R76185,2022-05-15 06:05:52
R49088,2022-05-14 07:44:34
R61520,2022-05-14 09:45:20
R26502,2022-05-14 04:15:25
R48562,2022-05-15 15:51:07
R16262,2022-05-15 07:16:57
R34657,2022-05-14 15:38:34
R11066,2022-05-15 11:55:42
R32355,2022-05-14 05:35:23
R59726,2022-05-14 16:19:25
R46564,2022-05-14 11:19:15
R50494,2022-05-14 12:54:36
R20436,2022-05-14 05:48:18
R73993,2022-05-15 05:34:01
R35925,2022-05-15 19:45:27
R32888,2022-05-15 02:55:35
R16184,2022-05-15 18:33:22
R38604,2022-05-15 07:06:46
R40847,2022-05-15 03:12:34
R54119,2022-05-15 22:43:37
R68853,2022-05-15 03:26:31
R87082,2022-05-14 23:40:55
R81899,2022-05-14 13:56:03
R10339,2022-05-15 18:31:12
R31862,2022-05-14 20:18:26
R27379,2022-05-14 10:01:04
R63125,2022-05-14 04:14:35
R39700,2022-05-15 07:17:25
R54820,2022-05-14 20:07:54
R44530,2022-05-14 23:32:54
R22617,2022-05-15 10:08:02
R79105,2022-05-14 13:12:19
R80606,2022-05-15 16:30:55
R42564,2022-05-15 14:58:37
R69494,2022-05-14 09:33:25
R17557,2022-05-14 19:09:59
R74011,2022-05-14 17:44:39
R31190,2022-05-14 09:29:06
R46555,2022-05-15 00:43:39
R68760,2022-05-14 18:32:45
R38189,2022-05-15 21:10:59
R10605,2022-05-14 08:43:14
R35594,2022-05-14 22:58:24
R57354,2022-05-14 01:12:56
R15473,2022-05-15 18:15:28
R13641,2022-05-14 17:07:39
R20332,2022-05-15 12:40:45
R13788,2022-05-15 03:38:52
R22682,2022-05-14 08:03:54
R78413,2022-05-14 06:01:35
R53859,2022-05-14 20:41:10
R23792,2022-05-15 01:08:05
R20110,2022-05-14 09:42:19
R82662,2022-05-14 14:25:34
R61901,2022-05-15 14:51:37
R50346,2022-05-14 11:09:36
R10672,2022-05-15 12:44:06
R16773,2022-05-15 18:06:26
R18086,2022-05-14 11:46:01
R32535,2022-05-15 12:15:21
R17480,2022-05-15 21:27:29
R53801,2022-05-14 02:15:10
R73343,2022-05-15 17:19:35
R58422,2022-05-14 20:09:19
R16667,2022-05-14 00:06:40
R41654,2022-05-14 16:06:08
R56700,2022-05-15 14:11:28
R37162,2022-05-14 09:11:31
R77456,2022-05-15 19:46:49
R45590,2022-05-15 19:24:56
R49774,2022-05-14 20:23:19
R23902,2022-05-14 13:33:43
R63203,2022-05-15 23:50:11
R73084,2022-05-15 05:25:26
R46143,2022-05-15 13:56:29
R73783,2022-05-14 07:32:18
R37611,2022-05-14 06:20:38
R21840,2022-05-14 20:34:57
R60032,2022-05-14 00:32:37
R25319,2022-05-14 22:31:29
R54891,2022-05-14 08:26:33
R78540,2022-05-14 16:30:52
R11841,2022-05-15 08:45:50
R68340,2022-05-14 12:54:16
R50476,2022-05-14 20:50:25
R17578,2022-05-15 17:01:45
R68982,2022-05-15 02:07:16
R13275,2022-05-15 17:08:23
R74594,2022-05-14 02:32:33
R66358,2022-05-15 10:50:54
R18411,2022-05-15 16:34:41
R46260,2022-05-15 19:35:26
R63114,2022-05-15 22:01:45
R14061,2022-05-15 14:22:47
R45781,2022-05-14 05:24:18
R80537,2022-05-15 18:59:55
R50503,2022-05-15 22:29:11
R82376,2022-05-14 16:08:45
R61076,2022-05-15 01:58:15
R83651,2022-05-14 11:39:48
R39238,2022-05-15 04:32:00
R33534,2022-05-14 22:51:33
R32660,2022-05-15 11:38:22
R88145,2022-05-14 10:36:39
R18695,2022-05-14 01:29:53
R55113,2022-05-14 13:58:53
R42904,2022-05-15 01:45:40
R17124,2022-05-14 17:39:00
R37469,2022-05-15 10:48:38
R38321,2022-05-15 08:48:18
R22451,2022-05-14 05:10:54
R69627,2022-05-14 03:24:56
R63353,2022-05-14 23:28:33
R79768,2022-05-14 17:46:38
R52707,2022-05-15 10:50:23
R73016,2022-05-15 09:11:48
R50042,2022-05-15 09:07:16
R11035,2022-05-15 16:33:43
R48311,2022-05-14 13:00:09
R68271,2022-05-15 09:29:40
R24870,2022-05-14 15:29:26
R28150,2022-05-14 13:51:12
R39977,2022-05-14 20:53:07
R51480,2022-05-15 14:23:40
R51073,2022-05-15 15:39:05
R44894,2022-05-14 04:08:35
R37325,2022-05-14 20:52:59
R38963,2022-05-14 02:07:45
R38373,2022-05-15 16:54:06
R53878,2022-05-14 02:23:03
R27925,2022-05-14 11:33:36
R44165,2022-05-15 12:45:23
R35322,2022-05-15 03:12:28
R59934,2022-05-15 16:11:57
R27854,2022-05-15 18:02:01
R68472,2022-05-15 11:54:20
R15671,2022-05-14 09:11:39
R14964,2022-05-14 08:18:46
R88012,2022-05-15 22:11:13
R41157,2022-05-15 10:22:34
R18339,2022-05-14 09:47:17
R25010,2022-05-15 15:47:06
R81654,2022-05-14 16:52:42
R51427,2022-05-14 12:18:14
R27835,2022-05-15 07:26:08
R48869,2022-05-14 18:11:00
R30191,2022-05-14 23:11:03
R56372,2022-05-15 15:27:21
R63977,2022-05-14 01:29:56
R13330,2022-05-14 20:07:47
R22493,2022-05-15 17:44:11
R61566,2022-05-14 06:38:40
R78669,2022-05-14 10:44:57
R18714,2022-05-15 07:14:33
R33816,2022-05-14 22:57:07
R15697,2022-05-14 17:20:23
R89375,2022-05-15 10:25:51
R50255,2022-05-14 10:26:48
R68166,2022-05-14 21:46:15
R46265,2022-05-15 13:07:54
R15820,2022-05-14 22:46:36
R53798,2022-05-14 07:50:25
R14776,2022-05-15 09:57:20
R36419,2022-05-15 03:24:45
R14254,2022-05-14 05:53:10
R53369,2022-05-15 23:32:09
R14973,2022-05-14 13:41:51
R73994,2022-05-15 20:39:01
R76118,2022-05-15 14:47:41
R39614,2022-05-14 18:53:25
R56893,2022-05-14 22:51:09
R55733,2022-05-14 04:26:34
R50856,2022-05-14 15:19:25
R65653,2022-05-15 22:01:24
R34178,2022-05-14 01:10:31
R83890,2022-05-14 08:50:45
R66753,2022-05-14 01:36:36
R69328,2022-05-15 12:32:11
R61529,2022-05-15 00:08:51
R73185,2022-05-14 03:46:35
R14312,2022-05-14 11:11:11
R71945,2022-05-14 00:56:22
R61508,2022-05-15 12:55:07
R55991,2022-05-15 16:05:03
R42641,2022-05-14 18:32:37
R86137,2022-05-15 11:30:08
R15987,2022-05-14 06:58:10
R29520,2022-05-14 02:49:54
R69663,2022-05-14 00:17:36
R88223,2022-05-15 18:38:41
R69373,2022-05-14 04:58:23
R60247,2022-05-15 19:08:48
R68874,2022-05-14 09:03:46
R11943,2022-05-14 13:50:08
R44967,2022-05-14 11:01:50
R32415,2022-05-15 07:34:34
R36492,2022-05-14 18:29:56
R84797,2022-05-14 03:18:25
R15033,2022-05-14 14:59:58
R40078,2022-05-14 03:45:04
R70769,2022-05-14 02:54:10
R44858,2022-05-15 23:39:49
R84400,2022-05-15 11:00:48
R38970,2022-05-14 13:18:08
R77790,2022-05-14 10:00:55
R52492,2022-05-14 04:42:49
R39665,2022-05-15 22:20:15
R11415,2022-05-14 14:57:12
R51637,2022-05-15 06:36:45
R75318,2022-05-14 12:49:47
R35233,2022-05-15 19:34:06
R65700,2022-05-15 18:08:16
R53137,2022-05-14 01:35:21
R67975,2022-05-14 11:37:05
R82517,2022-05-14 21:50:29
R38975,2022-05-15 18:51:28
R59597,2022-05-15 20:03:58
R37998,2022-05-14 15:03:43
R41795,2022-05-15 13:07:42
R64315,2022-05-14 22:48:09
R88748,2022-05-15 16:42:03
R16073,2022-05-15 00:48:49
R44754,2022-05-14 01:05:54
R51817,2022-05-14 00:54:42
R84496,2022-05-15 08:16:43
R29735,2022-05-15 07:37:19
R54813,2022-05-15 11:37:12
R38132,2022-05-15 17:14:38
R38452,2022-05-14 00:35:45
R27578,2022-05-14 21:08:36
R79154,2022-05-15 21:58:54
R85866,2022-05-15 13:56:59
R59043,2022-05-15 07:56:45
R29820,2022-05-15 12:57:42
R61149,2022-05-15 03:43:18
R17941,2022-05-14 16:21:35
R57775,2022-05-14 02:32:57
R65602,2022-05-15 06:28:06
R59325,2022-05-14 16:09:48
R17865,2022-05-15 09:20:30
R25810,2022-05-14 08:22:27
R76461,2022-05-14 19:38:57
R41151,2022-05-15 20:27:19
R11782,2022-05-15 19:27:31
R42599,2022-05-14 12:34:08
R30390,2022-05-14 20:20:47
R35483,2022-05-14 03:12:01
R48776,2022-05-15 05:24:12
R26013,2022-05-14 14:18:36
R78409,2022-05-14 19:58:33
R78110,2022-05-15 02:57:41
R62601,2022-05-15 16:22:10
R13127,2022-05-15 07:44:58
R14332,2022-05-15 18:31:39
R63603,2022-05-14 18:01:04
R60438,2022-05-15 01:23:15
R16126,2022-05-15 17:52:02
R10608,2022-05-15 17:14:24
R86643,2022-05-15 11:29:12
R50948,2022-05-15 13:54:27
R59662,2022-05-15 09:50:08
R46788,2022-05-14 06:27:32
R25866,2022-05-15 11:18:35
R33052,2022-05-15 07:15:50
R14968,2022-05-14 14:12:59
R77857,2022-05-14 00:42:43
R77732,2022-05-15 12:59:11
R22169,2022-05-15 10:49:31
R37840,2022-05-14 11:48:42
R35538,2022-05-14 01:45:29
R19454,2022-05-14 02:24:07
R62728,2022-05-15 23:11:31
R29667,2022-05-15 18:00:55
R62068,2022-05-14 10:37:46
R23999,2022-05-15 18:27:05
R49265,2022-05-14 20:06:28
R34659,2022-05-14 21:56:24
R30340,2022-05-15 16:57:56
R52666,2022-05-14 07:19:58
R70007,2022-05-14 01:47:54
R14219,2022-05-14 09:31:42
R25193,2022-05-14 06:42:43
R43736,2022-05-14 17:19:22
R24509,2022-05-14 08:09:12
R31708,2022-05-14 16:56:59
R33312,2022-05-15 07:54:30
R16673,2022-05-15 22:26:01
R41371,2022-05-15 19:17:26
R49150,2022-05-15 07:06:59
R86492,2022-05-14 01:21:08
R63820,2022-05-14 01:59:57
R62147,2022-05-15 09:31:31
R50668,2022-05-14 15:16:21
R67980,2022-05-14 18:15:28
R35787,2022-05-15 05:34:07
R44011,2022-05-15 11:29:22
R59471,2022-05-14 06:15:53
R52167,2022-05-14 01:55:40
R27331,2022-05-15 21:57:31
R29316,2022-05-14 16:08:25
R72522,2022-05-15 06:40:36
R40145,2022-05-14 23:53:43
R31702,2022-05-14 18:15:08
R51520,2022-05-14 04:06:16
R21642,2022-05-15 20:11:02
R68465,2022-05-15 10:19:57
R68486,2022-05-14 01:13:35
R79014,2022-05-15 07:01:06
R17900,2022-05-14 22:42:42
R36177,2022-05-14 20:33:07
R13314,2022-05-15 13:50:13
R22147,2022-05-15 19:12:41
R48345,2022-05-14 14:07:41
R66184,2022-05-14 11:00:10
R34581,2022-05-14 14:02:02
R51038,2022-05-15 21:45:27
R46436,2022-05-14 15:55:21
R79985,2022-05-15 21:08:45
R10933,2022-05-15 23:01:41
R76215,2022-05-15 06:11:19
R24143,2022-05-15 08:11:22
R49956,2022-05-14 21:57:25
R17872,2022-05-14 13:00:13
R69145,2022-05-14 23:35:00
R76248,2022-05-15 03:53:04
R21794,2022-05-14 19:38:21
R67768,2022-05-15 23:22:21
R64900,2022-05-14 10:04:28
R10504,2022-05-14 12:23:14
R70154,2022-05-14 07:29:31
R86599,2022-05-15 07:14:10
R25658,2022-05-14 20:26:18
R55920,2022-05-14 17:50:04
R25969,2022-05-15 07:11:59
R40720,2022-05-15 14:11:32
R38306,2022-05-14 17:51:56
R20996,2022-05-15 23:53:41
R31337,2022-05-14 02:44:31
R88391,2022-05-14 01:04:55
R67042,2022-05-14 12:12:58
R26309,2022-05-14 08:19:16
R14039,2022-05-15 11:37:13
R17763,2022-05-15 03:54:18
R18471,2022-05-14 15:06:30
R34277,2022-05-14 15:55:41
R55131,2022-05-15 11:40:57
R54328,2022-05-15 01:32:22
R20605,2022-05-15 12:49:34
R59120,2022-05-14 05:03:37
R73423,2022-05-15 00:43:22
R76145,2022-05-14 04:58:01
R88471,2022-05-15 23:28:14
R85363,2022-05-15 14:51:58
R69333,2022-05-14 10:08:24
R53893,2022-05-14 17:27:23
R75076,2022-05-15 07:34:16
R70937,2022-05-14 10:34:10
R89980,2022-05-14 00:26:16
R64076,2022-05-15 17:11:20
R55569,2022-05-14 12:47:54
R27752,2022-05-15 18:46:50
R28438,2022-05-15 03:27:41
R68817,2022-05-15 17:00:38
R60177,2022-05-14 05:40:02
R66920,2022-05-15 05:08:08
R73356,2022-05-15 15:31:42
R72127,2022-05-14 00:57:02
R79322,2022-05-15 05:55:07
R54685,2022-05-14 21:08:24
R55936,2022-05-15 15:25:09
R59333,2022-05-14 07:18:31
R40676,2022-05-14 20:39:26
R51910,2022-05-15 00:20:54
R63918,2022-05-15 22:26:28
R58913,2022-05-14 21:56:20
R70707,2022-05-15 12:56:31
R71958,2022-05-15 23:59:52
R72785,2022-05-14 06:45:56
R82889,2022-05-14 02:47:28
R70582,2022-05-14 20:43:46
R59699,2022-05-14 06:56:07
R30170,2022-05-14 05:45:23
R45728,2022-05-14 15:45:09
R10889,2022-05-15 08:39:03
R46732,2022-05-15 05:11:55
R42835,2022-05-15 10:39:54
R42779,2022-05-14 12:07:26
R49965,2022-05-15 04:52:11
R10138,2022-05-15 15:34:00
R70288,2022-05-15 12:02:12
R54669,2022-05-15 14:30:59
